0.0,1660143743092,0.2671085000038147
1.0,1660143744332,0.26701831817626953
2.0,1660143745596,0.2669208347797394
3.0,1660143747065,0.26678159832954407
4.0,1660143748479,0.2669151723384857
5.0,1660143749717,0.26680994033813477
6.0,1660143750998,0.26677384972572327
7.0,1660143752690,0.26660868525505066
8.0,1660143753948,0.2666449546813965
9.0,1660143755093,0.26658740639686584
10.0,1660143756405,0.26658791303634644
11.0,1660143757777,0.26639649271965027
12.0,1660143758980,0.26629942655563354
13.0,1660143760233,0.26640385389328003
14.0,1660143762019,0.26630470156669617
15.0,1660143763756,0.26616424322128296
16.0,1660143765585,0.26622501015663147
17.0,1660143767356,0.26596447825431824
18.0,1660143769066,0.2661246061325073
19.0,1660143770849,0.2660645842552185
20.0,1660143772618,0.26606762409210205
21.0,1660143774424,0.2659189999103546
22.0,1660143776153,0.26592397689819336
23.0,1660143777973,0.26586487889289856
24.0,1660143779840,0.2658397853374481
25.0,1660143781771,0.26572859287261963
26.0,1660143783688,0.2657216787338257
27.0,1660143785494,0.26571783423423767
28.0,1660143787273,0.2655775249004364
29.0,1660143789094,0.2656579315662384
30.0,1660143790661,0.26542899012565613
31.0,1660143792003,0.26548218727111816
32.0,1660143793393,0.26538994908332825
33.0,1660143794756,0.2654615342617035
34.0,1660143796158,0.26540666818618774
35.0,1660143797570,0.26529282331466675
36.0,1660143798960,0.26534825563430786
37.0,1660143800541,0.26518550515174866
38.0,1660143801842,0.265239953994751
39.0,1660143803200,0.2651137113571167
40.0,1660143804511,0.2650934159755707
41.0,1660143805974,0.26497429609298706
42.0,1660143807594,0.2650948166847229
43.0,1660143809047,0.26505863666534424
44.0,1660143810534,0.2649134695529938
45.0,1660143811889,0.26488634943962097
46.0,1660143813292,0.26491498947143555
47.0,1660143814671,0.2647145986557007
48.0,1660143816063,0.2647641599178314
49.0,1660143817397,0.2647936940193176
50.0,1660143818794,0.26466104388237
51.0,1660143820558,0.2645532190799713
52.0,1660143822398,0.2646329998970032
53.0,1660143824281,0.26458755135536194
54.0,1660143826239,0.26449349522590637
55.0,1660143828074,0.26445943117141724
56.0,1660143829785,0.26439622044563293
57.0,1660143831262,0.26437947154045105
58.0,1660143832734,0.2642984986305237
59.0,1660143834422,0.2643541097640991
60.0,1660143835786,0.26425701379776
61.0,1660143837226,0.2642236649990082
62.0,1660143838563,0.26417338848114014
63.0,1660143839968,0.26402372121810913
64.0,1660143841783,0.26412034034729004
65.0,1660143843682,0.2640119194984436
66.0,1660143845424,0.26405227184295654
67.0,1660143847275,0.2639920711517334
68.0,1660143849156,0.26387256383895874
69.0,1660143851031,0.2638607323169708
70.0,1660143852923,0.2637905478477478
71.0,1660143854860,0.2637868821620941
72.0,1660143856720,0.26380759477615356
73.0,1660143858726,0.2637837529182434
74.0,1660143860687,0.26372483372688293
75.0,1660143862664,0.2637083828449249
76.0,1660143864605,0.2636147737503052
77.0,1660143866437,0.26362448930740356
78.0,1660143868546,0.26354530453681946
79.0,1660143870450,0.26341524720191956
80.0,1660143872713,0.2635459303855896
81.0,1660143874566,0.26345518231391907
82.0,1660143876440,0.2635127604007721
83.0,1660143878355,0.2633228302001953
84.0,1660143880304,0.26335474848747253
85.0,1660143881882,0.2633100152015686
86.0,1660143883345,0.2632408142089844
87.0,1660143884831,0.2631246745586395
88.0,1660143886186,0.2632298767566681
89.0,1660143887651,0.2631385922431946
90.0,1660143889158,0.26306653022766113
91.0,1660143890598,0.2630869448184967
92.0,1660143892422,0.2629929184913635
93.0,1660143894283,0.2629879117012024
94.0,1660143896100,0.26298558712005615
95.0,1660143897975,0.26295557618141174
96.0,1660143899796,0.2629285752773285
97.0,1660143901672,0.26291826367378235
98.0,1660143903571,0.26284414529800415
99.0,1660143905721,0.26278483867645264
